ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Equity to Liability,prediction,actual
-0.47474632,0.34053177,-0.79427284,-0.3670429,-0.060454253,0.05931548,0.24380809,-0.018237915,0.17673433,-0.8700027,-0.045149013,0.06093508,-0.1656891,0.0033952477,-0.02306166,-0.010986759,-0.0860544,0.01737269,-0.42353794,-0.13145745,0.20885238,-0.07908534,0.07138421,-0.18139885,-0.37458035,0.08862122,0.18655284,-0.64683765,-0.26845446,0.0,0.04869114,0.0022891182,-0.1751466,0.0,0.52861506,0.16011432,-0.26597834,-0.012829303,-0.14651774,0.13421224,0.014607644,0.079528,-0.030070381,-0.043276846,-0.12043677,0.00025482607,0.0,0.14106578,0.59479535,0.006771786,0.0,0.50520664,0.0,0.00035113445,0.02011248,-0.16862069,-0.3860405,0.0,0.0,-0.15025708,0.073163,-0.24606705,-0.0018253241,-0.0057793567,-0.2226698,0.07877925,0.0,-0.20921467,-0.09628171,-0.031816415,-0.006050846,-0.06262127,0.14451419,-0.2651987,-0.11412637,0.13858564,0.0,0.0,-0.11864974,-0.039648216,-0.16414934,-0.04496984,0.15251425,0.005300332,0.0,-0.11282435,0.0,0.15475334,0.013622817,-0.012719126,0.02020236,0.017045518,0.10718284,0.0,0,0
-0.4290629,0.34403628,-0.73922616,-0.36304724,-0.057652235,0.062155478,0.25178507,-0.017428963,0.11329743,-0.9370338,-0.045149013,0.030971367,-0.16092683,0.0033952477,-0.02306166,-0.039338,-0.09348177,0.001706887,-0.53111464,-0.12745258,0.20885238,-0.07235627,0.076036826,-0.11538078,-0.31177357,0.08862122,0.18838452,-0.6428756,-0.29344723,0.0,0.050686568,-0.00072270725,-0.22639851,0.0,0.39183882,0.16011432,-0.2522486,-0.012829303,-0.13286616,-0.038483806,0.015416595,0.08239822,0.007939663,-0.055032767,-0.103041515,0.00025482607,0.0,-0.00066073705,-0.0615708,0.006771786,0.0,0.5295695,0.0,0.020560583,0.014351092,-0.12691057,-0.40131223,0.0,0.0,-0.15699188,0.22831927,-0.14981638,0.11309141,-0.1269667,-0.2031707,0.04613486,0.0,-0.2256865,-0.058487587,-0.051338874,-0.0026629663,-0.086178765,0.10410684,-0.2668755,-0.12756328,0.11417851,0.0,0.0,-0.12331467,-0.046323124,-0.16414934,0.019982738,0.14988378,0.005300332,0.0,-0.11875299,0.0,0.1772198,0.013622817,-0.044631053,0.016806249,-0.0027513418,0.113451146,0.0,0,0
-0.43198925,0.33703405,-0.7591957,-0.3467923,-0.060454253,0.059614368,0.24298888,-0.020916447,0.08594211,-0.8461394,-0.045149013,0.033900265,-0.12776668,0.0033952477,-0.02306166,-0.028410919,-0.086815014,0.01737269,-0.41794324,-0.13061316,0.20885238,-0.07908534,0.07138421,-0.16630135,-0.35731068,0.08862122,0.18655284,-0.64683765,-0.30594823,0.0,0.04743783,0.00030418113,-0.1751466,0.0,0.56929183,0.16011432,-0.2545907,-0.012829303,-0.14213802,0.1290358,0.014607644,0.08044413,-0.034502298,-0.05373656,-0.103167124,0.00025482607,0.0,0.19105887,0.61897576,0.006771786,0.0,0.5082666,0.0,0.009668765,0.018288653,-0.16030355,-0.38666898,0.0,0.0,-0.14781132,0.073163,-0.24396999,-0.0018253241,-0.10605998,-0.20548843,0.08257677,0.0,-0.20636038,-0.098218635,-0.031844184,-0.006050846,-0.13064228,0.10410684,-0.36041117,-0.09843511,0.13858564,0.0,0.0,-0.116363,-0.039648216,-0.16035181,0.01097233,0.15251425,0.040287327,0.0,-0.11231282,0.0,0.17583604,0.013622817,-0.012719126,0.019893134,0.008747743,0.13292989,0.0,0,0
-0.4190824,0.30737588,-0.51222104,-0.333311,-0.057652235,0.058896355,0.2509659,-0.020107495,0.0043118577,-1.0519234,0.20213722,0.030971367,-0.14849001,0.0033952477,-0.02306166,-0.036360018,-0.08830108,0.0048642233,-0.58340603,-0.1507678,0.20885238,-0.07235627,0.076036826,-0.12218781,-0.31081116,0.08862122,0.18838452,-0.6451507,-0.2047192,0.0,0.050667927,-0.002918817,-0.22639851,0.0,0.56472087,0.16011432,-0.2546452,-0.012829303,-0.17336264,-0.04125758,-0.0071610827,0.08201987,0.0045165084,-0.057247944,-0.07096262,0.00031318312,0.0,0.014482112,-0.06525648,0.006378172,0.0,0.38685948,0.0,-0.05027178,0.023820875,-0.15158269,-0.39702696,0.0,0.0,-0.13554093,0.22831927,-0.14042097,-0.0018253241,0.023968076,-0.20249452,0.04993237,0.0,-0.2293231,-0.10173676,-0.05692935,0.019855678,-0.15037312,0.10360277,-0.31799662,-0.10236853,0.11351296,0.0,0.0,-0.11590232,-0.05096185,-0.15372184,0.014214471,0.18272224,0.05414515,0.0,-0.11730682,0.0,0.20633058,0.013622817,-0.033924975,0.012205496,-0.0053028706,0.11229514,0.0,0,0
-0.5103341,0.3405386,-0.50591713,-0.333311,-0.057652235,0.056487568,0.2509659,-0.020107495,0.06738614,-1.0383387,0.20213722,0.030971367,-0.14849001,0.0033952477,-0.02306166,-0.03821642,-0.09555389,0.001706887,-0.5241217,-0.1266083,0.20885238,-0.09589866,0.076036826,-0.11911489,-0.31136945,0.08862122,0.18779838,-0.6420635,-0.24231471,0.0,0.05082253,-0.003646045,-0.22639851,0.0,0.56472087,0.16011432,-0.24278788,-0.012829303,-0.14980298,-0.019902304,-0.0071610827,0.0825521,0.004112102,-0.057889692,-0.07096262,0.00025482607,0.0,0.014188365,-0.06467763,0.006771786,0.0,0.45340067,0.0,0.009668765,0.048768345,-0.1580843,-0.39626014,0.0,0.0,-0.153385,0.22831927,-0.1885036,-0.0018253241,-0.0009861839,-0.20249452,0.04993237,0.0,-0.22073497,-0.10139291,-0.2380963,-0.0026629663,-0.10305197,0.10410684,-0.3896433,-0.09990481,0.13787384,0.0,0.0,-0.12287127,-0.046323124,-0.16035181,0.017954916,0.14988378,0.040287327,0.0,-0.13152204,0.0,0.19448234,0.013622817,-0.04323279,0.017290626,0.013033144,0.10600323,0.0,0,0
-0.42195442,0.30819505,-0.51222104,-0.32067725,-0.057652235,0.062155478,0.25178507,-0.020107495,0.0043118577,-1.0274159,0.20213722,0.030971367,-0.10814072,0.0033952477,-0.02306166,-0.036360018,-0.094967835,0.0048642233,-0.5839851,-0.1507678,0.20885238,-0.07235627,0.076036826,-0.119261846,-0.31081116,0.08862122,0.18838452,-0.646549,-0.21122861,0.0,0.050131746,-0.002918817,-0.22639851,0.0,0.56447905,0.16011432,-0.22286762,-0.012829303,-0.16376382,-0.03793839,-0.0071610827,0.08201987,0.0031182468,-0.057247944,-0.10274071,0.00025482607,0.0,-0.00036699045,-0.06525648,0.006378172,0.0,0.37364542,0.0,0.009668765,0.013074705,-0.10731231,-0.39775425,0.0,0.0,-0.13914782,0.22831927,-0.14227948,-0.0018253241,-0.064523555,-0.2031707,0.04993237,0.0,-0.2293231,-0.10034644,-0.057278514,0.019855678,-0.06829976,0.10360277,-0.31799662,-0.11028392,0.08981763,0.0,0.0,-0.120071374,-0.046323124,-0.15372184,0.034694985,0.18272224,0.040287327,0.0,-0.10428802,0.0,0.21201672,0.013622817,-0.03532324,0.012205496,-0.0023299183,0.10958733,0.0,0,0
-0.5339716,0.30737588,-0.52116907,-0.27771267,-0.057652235,0.06154277,0.24298888,-0.020107495,0.031249674,-1.0690818,0.20213722,0.06343213,-0.15779606,0.0033952477,-0.02306166,-0.037606128,-0.08978251,0.023217946,-0.47619942,-0.17608845,0.20885238,-0.09589866,0.07138421,-0.12088532,-0.32962832,0.09572939,0.18838452,-0.6703153,-0.276849,0.0,0.05288423,-0.0020089801,-0.18114795,0.0,0.56472087,0.16011432,-0.2681815,-0.012829303,-0.17596468,-0.037217084,-0.0071610827,0.08201987,0.0030655228,-0.051307634,-0.08251358,0.00025482607,0.0,0.14229503,-0.06508953,0.007320149,0.0,0.34848076,0.0,-0.010125133,0.01579318,-0.04103687,-0.39756304,0.0,0.0,-0.15325877,0.22990619,-0.16618767,-0.0018253241,-0.0025795451,-0.20235442,0.049829938,0.0,-0.24167837,-0.10885843,-0.21849857,-0.002555138,-0.12844229,0.0914737,-0.31702113,-0.1059906,-0.015374318,0.0,0.0,-0.12056475,-0.046323124,-0.15433225,-0.035959538,0.16339025,0.040287327,0.0,-0.11811683,0.0,0.15075494,0.013622817,-0.010588575,0.019399816,-0.008107401,0.07943456,0.0,0,0
-0.50127643,0.33703405,-0.6090013,-0.37988612,-0.060454253,0.059614368,0.2509659,-0.020916447,0.103658825,-0.96189034,0.20213722,0.033900265,-0.14394622,0.0033952477,-0.02306166,-0.009865179,-0.09555389,0.001706887,-0.5238137,-0.1263343,0.20885238,-0.10262773,0.076036826,-0.1774772,-0.35700926,0.08862122,0.18655284,-0.64774865,-0.24263489,0.0,0.05082253,-0.00042304676,-0.22639851,0.0,0.56929183,0.16011432,-0.22837235,-0.012829303,-0.14980298,0.1521936,-0.007970033,0.080063,-0.034853913,-0.05342733,-0.07108823,0.00025482607,0.0,0.014459626,0.6206186,0.006771786,0.0,0.45492554,0.0,0.009668765,0.05402701,-0.16030355,-0.38303888,0.0,0.0,-0.14912437,0.07157608,-0.29383096,-0.0018253241,-0.015287176,-0.20548843,0.0826792,0.0,-0.20803078,-0.10139291,-0.2219999,-0.006106835,-0.10391606,0.10410684,-0.36041117,-0.09990481,0.13858564,0.0,0.0,-0.12008865,-0.039648216,-0.16035181,0.009530647,0.13944393,0.040287327,0.0,-0.11231282,0.0,0.19448234,0.013622817,-0.03557347,0.01670172,0.024970306,0.13292989,0.0,0,0
-0.5464548,0.3397126,-0.6456376,-0.3351291,-0.060454253,0.056906693,0.24298888,-0.018237915,0.14712805,-0.9713078,0.20213722,0.06093508,-0.16199987,0.0033952477,-0.02306166,0.00755898,-0.094793275,0.01737269,-0.4170911,-0.13145745,0.20885238,-0.10262773,0.07138421,-0.18139885,-0.37417623,0.08862122,0.1859667,-0.64602554,-0.2681343,0.0,0.04869114,0.0022891182,-0.1751466,0.0,0.54616064,0.16011432,-0.26762912,-0.012829303,-0.14651774,0.1577996,-0.0074965674,0.079528,-0.028672116,-0.043449715,-0.08835787,0.00025482607,0.0,0.14106578,0.59479535,0.006771786,0.0,0.4238883,0.0,0.00035113445,0.017069567,-0.16862069,-0.38046235,0.0,0.0,-0.1518192,0.073163,-0.28283235,-0.0018253241,-0.007038748,-0.2226698,0.07877925,0.0,-0.20847563,-0.09466057,-0.2117041,-0.006050846,-0.065090664,0.14451419,-0.27195027,-0.11412637,0.13858564,0.0,0.0,-0.11810969,-0.039648216,-0.16414934,-0.046997663,0.15251425,0.040287327,0.0,-0.11282435,0.0,0.14726727,0.013622817,-0.011320863,0.02020236,0.018222554,0.10570468,0.0,0,0
-0.4799922,0.34403628,-0.7524922,-0.38547537,-0.057652235,0.06185659,0.25178507,-0.017428963,0.14409696,-0.94102836,-0.045149013,0.058006182,-0.17023288,0.0033952477,-0.02306166,-0.039338,-0.0860544,0.001706887,-0.53111464,-0.12745258,0.20885238,-0.07235627,0.076036826,-0.13035794,-0.32904324,0.08862122,0.18838452,-0.6428756,-0.25511435,0.0,0.05153966,-0.0002066521,-0.22639851,0.0,0.5216662,0.16011432,-0.25212562,-0.012829303,-0.14143397,-0.04035312,0.015416595,0.08239822,0.0082848035,-0.047097467,-0.12031116,0.00025482607,0.0,0.014188365,-0.0615708,0.006771786,0.0,0.5330495,0.0,0.00035113445,0.051195975,-0.14338988,-0.4031222,0.0,0.0,-0.15475106,0.22831927,-0.15222266,-0.0018253241,0.030487243,-0.22035204,0.04613486,0.0,-0.22816302,-0.0996868,-0.0531858,-0.0026629663,-0.061757185,0.14451419,-0.2668755,-0.1284389,0.11417851,0.0,0.0,-0.11770671,-0.046323124,-0.16414934,-0.03595944,0.14988378,0.005300332,0.0,-0.13203359,0.0,0.19680484,0.013622817,-0.044631053,0.016806249,-0.0139507875,0.08059055,0.0,0,0
-0.4190824,0.30387133,-0.6090013,-0.37988612,-0.060454253,0.059614368,0.2509659,-0.020916447,0.031645738,-0.97083616,0.20213722,0.033900265,-0.14394622,0.0033952477,-0.02306166,-0.008483448,-0.08830108,0.007552143,-0.57948655,-0.15183845,0.20885238,-0.07908534,0.076036826,-0.17590475,-0.35652152,0.08862122,0.18655284,-0.65002376,-0.25197828,0.0,0.05082253,0.00030418113,-0.22639851,0.0,0.56929183,0.16011432,-0.21050192,-0.012829303,-0.17336264,0.13500239,-0.007970033,0.08199733,-0.033051245,-0.05373656,-0.07108823,0.00025482607,0.0,0.014459626,0.6249758,0.006378172,0.0,0.47694865,0.0,0.009668765,0.046876676,-0.14070529,-0.38532865,0.0,0.0,-0.1312803,0.07157608,-0.2527084,-0.0018253241,0.023819583,-0.20548843,0.0826792,0.0,-0.21064197,-0.10173676,-0.041339047,-0.006106835,-0.1459508,0.10410684,-0.28876448,-0.10236853,0.11422475,0.0,0.0,-0.1131197,-0.039648216,-0.15203455,0.0064301123,0.14113602,0.040287327,0.0,-0.10523278,0.0,0.20633058,0.013622817,-0.024867397,0.015485426,0.0066342936,0.13888742,0.0,0,0
-0.47368217,0.30387133,-0.7662436,-0.3467923,-0.060454253,0.05720558,0.24298888,-0.020916447,0.022867844,-0.8749539,-0.045149013,0.033900265,-0.14763544,0.0033952477,-0.02306166,-0.026554529,-0.09054313,0.020530026,-0.47582927,-0.15477265,0.20885238,-0.10262773,0.07138421,-0.16952531,-0.35634825,0.08862122,0.18655284,-0.64911276,-0.21634893,0.0,0.047819406,-0.00042304676,-0.1751466,0.0,0.56929183,0.16011432,-0.23659734,-0.012829303,-0.17615402,0.11553612,0.014607644,0.08161619,-0.033349723,-0.052380644,-0.103167124,0.00025482607,0.0,0.14060149,0.62395144,0.006378172,0.0,0.28989187,0.0,0.009668765,0.01579318,-0.14070529,-0.38552344,0.0,0.0,-0.13104695,0.073163,-0.27816588,-0.0018253241,-0.019523827,-0.20548843,0.08257677,0.0,-0.20726089,-0.09995281,-0.21448827,0.015709754,-0.12401996,0.10360277,-0.28876448,-0.09597139,0.11422475,0.0,0.0,-0.116845354,-0.039648216,-0.15372184,0.006645747,0.18535271,0.040287327,0.0,-0.10523278,0.0,0.16237684,0.013622817,-0.0020130523,0.01651412,0.025693437,0.13888742,0.0,0,0
-0.40790507,0.30737588,-0.6571243,-0.30021715,-0.057652235,0.058896355,0.24298888,-0.020107495,-0.02234366,-0.9514025,-0.045149013,0.030971367,-0.15217924,0.0033952477,-0.02306166,-0.055380434,-0.08830108,0.023217946,-0.47532225,-0.15639132,0.20885238,-0.07235627,0.07138421,-0.107965626,-0.3115872,0.08862122,0.18838452,-0.6442397,-0.28056762,0.0,0.047974013,-0.002918817,-0.1751466,0.0,0.56472087,0.16011432,-0.24884005,-0.012829303,-0.1735856,-0.057983097,0.015416595,0.08201987,0.0045639984,-0.057247944,-0.103041515,0.00025482607,0.0,0.14229503,-0.06508953,0.006378172,0.0,0.44605616,0.0,0.009668765,0.01579318,-0.13848604,-0.40024078,0.0,0.0,-0.13513155,0.22990619,-0.12942237,-0.0018253241,0.017713698,-0.20249452,0.049829938,0.0,-0.22370692,-0.09995281,-0.061210796,-0.0026069772,-0.15037312,0.10410684,-0.31799662,-0.09843511,0.11351296,0.0,0.0,-0.11590232,-0.046323124,-0.15203455,0.016882202,0.16464618,0.040287327,0.0,-0.11730682,0.0,0.16427909,0.013622817,-0.011070628,0.019399816,-0.0045797396,0.11229514,0.0,0,0
-0.43499434,0.34403628,-0.5900048,-0.33113346,-0.057652235,0.062155478,0.25178507,-0.017428963,0.13609125,-1.0184699,0.20213722,0.030971367,-0.13736884,0.0033952477,-0.02306166,-0.020792253,-0.09348177,0.001706887,-0.53111464,-0.12745258,0.20885238,-0.07235627,0.076036826,-0.11451231,-0.31177357,0.08862122,0.18838452,-0.6626331,-0.29344723,0.0,0.050150387,-0.00072270725,-0.22639851,0.0,0.5216662,0.16011432,-0.2522486,-0.012829303,-0.13286616,-0.017392982,-0.0071610827,0.08239822,0.007939663,-0.055032767,-0.06610975,0.00025482607,0.0,-0.00066073705,-0.0615708,0.006771786,0.0,0.5295695,0.0,0.020560583,0.014351092,-0.112913184,-0.39573407,0.0,0.0,-0.15699188,0.22831927,-0.14981638,-0.0018253241,-0.16359204,-0.2031707,0.04613486,0.0,-0.2256865,-0.09743595,-0.041814543,-0.0026629663,-0.086178765,0.10410684,-0.2668755,-0.12756328,0.11417851,0.0,0.0,-0.12331467,-0.046323124,-0.16414934,0.018541053,0.14988378,0.005300332,0.0,-0.11875299,0.0,0.20385705,0.013622817,-0.044631053,0.016806249,-0.0027513418,0.113451146,0.0,0,0
-0.4790086,0.34403628,-0.75506425,-0.30744895,-0.057652235,0.06185659,0.24380809,-0.017428963,0.1491741,-0.94645125,-0.045149013,0.058006182,-0.17023288,0.0033952477,-0.02306166,-0.039338,-0.09272116,0.01737269,-0.42638794,-0.13173145,0.20885238,-0.07235627,0.07138421,-0.12078113,-0.3293446,0.08862122,0.18838452,-0.6617221,-0.2676566,0.0,0.04869114,-0.00093388,-0.1751466,0.0,0.5216662,0.16011432,-0.277699,-0.012829303,-0.14223842,-0.03788367,0.015416595,0.082017094,0.008007243,-0.045659833,-0.11545829,0.00025482607,0.0,0.14229503,-0.061444934,0.006771786,0.0,0.49056837,0.0,0.00035113445,0.010467291,-0.10257475,-0.39926183,0.0,0.0,-0.15707222,0.22990619,-0.14073968,-0.0018253241,-0.0050739176,-0.22035204,0.046032425,0.0,-0.22494547,-0.09628171,-0.04791283,-0.0026069772,-0.056983143,0.14451419,-0.2668755,-0.12204176,0.09346686,0.0,0.0,-0.12560141,-0.046323124,-0.16414934,-0.033903383,0.16295409,0.005300332,0.0,-0.11901478,0.0,0.15475334,0.013622817,-0.021776704,0.020791262,0.006690986,0.07944678,0.0,0,0
-0.48192686,0.34403628,-0.74179816,-0.29803964,-0.057652235,0.062155478,0.24380809,-0.017428963,0.118374564,-0.94245666,-0.045149013,0.030971367,-0.16092683,0.0033952477,-0.02306166,-0.039338,-0.10222065,0.01737269,-0.42524418,-0.13173145,0.20885238,-0.09589866,0.07138421,-0.10493549,-0.31207496,0.08862122,0.18838452,-0.6617221,-0.28370368,0.0,0.047838047,-0.00072270725,-0.1751466,0.0,0.5216662,0.16011432,-0.27822107,-0.012829303,-0.13840859,-0.036963016,0.015416595,0.08239822,0.007987153,-0.055032767,-0.09818864,0.00025482607,0.0,0.14229503,-0.061403856,0.006771786,0.0,0.41749308,0.0,0.020560583,0.010467291,-0.112913184,-0.39326018,0.0,0.0,-0.1576622,0.22990619,-0.17798936,-0.0018253241,0.009377915,-0.2031707,0.046032425,0.0,-0.22275825,-0.09704232,-0.23684882,-0.0026069772,-0.059452526,0.10410684,-0.2668755,-0.12362987,0.11417851,0.0,0.0,-0.12331467,-0.046323124,-0.16414934,0.019982738,0.16295409,0.005300332,0.0,-0.11875299,0.0,0.14863332,0.013622817,-0.021776704,0.020306885,-0.0034185303,0.113451146,0.0,0,0
-0.47766456,0.3432171,-0.74179816,-0.31105843,-0.057652235,0.058896355,0.24298888,-0.017428963,0.118374564,-0.94245666,-0.045149013,0.030971367,-0.16092683,0.0033952477,-0.02306166,-0.039338,-0.09555389,0.01737269,-0.42606336,-0.13173145,0.20885238,-0.09589866,0.07138421,-0.10786144,-0.31207496,0.08862122,0.18838452,-0.6419646,-0.28450155,0.0,0.047838047,-0.00072270725,-0.1751466,0.0,0.52190804,0.16011432,-0.27822107,-0.012829303,-0.1426879,-0.036963016,0.015416595,0.08239822,0.007987153,-0.055032767,-0.103041515,0.00025482607,0.0,0.14229503,-0.061403856,0.006771786,0.0,0.43060657,0.0,0.020560583,0.022328231,-0.1580843,-0.39326018,0.0,0.0,-0.15297562,0.22990619,-0.17798936,-0.0018253241,0.008470666,-0.20249452,0.046032425,0.0,-0.22275825,-0.09704232,-0.23684882,-0.0026069772,-0.064226575,0.10410684,-0.2668755,-0.115714476,0.13787384,0.0,0.0,-0.11914562,-0.046323124,-0.16414934,0.019982738,0.16295409,0.005300332,0.0,-0.1317718,0.0,0.14863332,0.013622817,-0.021776704,0.020306885,-0.0050011594,0.113451146,0.0,0,0
-0.38184807,0.30819505,-0.51222104,-0.32067725,-0.057652235,0.06184166,0.25178507,-0.020107495,0.05671207,-1.0596642,0.20213722,0.034137655,-0.12800948,0.0033952477,-0.02306166,-0.041304164,-0.09054313,0.0048642233,-0.59145164,-0.17046495,0.20885238,-0.09589866,0.076036826,-0.119261846,-0.31131098,0.09572939,0.18838452,-0.6726246,-0.18549678,0.0,0.051448096,-0.0032522632,-0.23239987,0.0,0.5471753,0.16011432,-0.24196313,-0.012829303,-0.17995676,-0.04112019,-0.0071610827,0.08163874,0.0009495877,-0.058758557,-0.15565184,0.00025482607,0.0,0.014482112,-0.06529755,0.007320149,0.0,0.2903872,0.0,0.010084317,0.032221444,-0.09331492,-0.39397967,0.0,0.0,-0.1523021,0.22831927,-0.21957411,-0.0018253241,-0.021100907,-0.2031707,0.04993237,0.0,-0.243385,-0.11441446,-0.22860965,0.01936426,-0.12366823,0.10360277,-0.31026953,-0.10907615,0.020178983,0.0,0.0,-0.12572931,-0.046323124,-0.15601954,0.034694985,0.18146628,0.005300332,0.0,-0.10554396,0.0,0.19417252,0.013622817,-0.03484119,0.012689874,0.01634166,0.10958733,0.0,0,0
-0.4476831,0.34135777,-0.6551385,-0.3652248,-0.057652235,0.05974669,0.25178507,-0.020107495,0.09699247,-0.9370338,-0.045149013,0.030971367,-0.15217924,0.0033952477,-0.02306166,-0.05676216,-0.086815014,0.001706887,-0.53156173,-0.1266083,0.20885238,-0.07235627,0.076036826,-0.11618894,-0.31136945,0.08862122,0.18779838,-0.64346176,-0.24151684,0.0,0.05082253,-0.003646045,-0.22639851,0.0,0.5471753,0.16011432,-0.24278788,-0.012829303,-0.14751059,-0.042312656,0.015416595,0.0825521,0.0027138367,-0.057889692,-0.103041515,0.00025482607,0.0,0.014188365,-0.06467763,0.006771786,0.0,0.53471917,0.0,0.009668765,0.051811256,-0.13507272,-0.4018383,0.0,0.0,-0.153385,0.22831927,-0.15173829,-0.0018253241,0.0147760175,-0.2031707,0.04993237,0.0,-0.22073497,-0.10301405,-0.058208607,-0.0026629663,-0.10058258,0.10410684,-0.38289177,-0.1078202,0.11417851,0.0,0.0,-0.12287127,-0.046323124,-0.16035181,0.019396601,0.14988378,0.005300332,0.0,-0.13152204,0.0,0.20196845,0.013622817,-0.044631053,0.017290626,0.013033144,0.10633762,0.0,0,0
-0.43806615,0.34135777,-0.6571243,-0.30021715,-0.057652235,0.062155478,0.24380809,-0.020107495,0.049669452,-0.94245666,-0.045149013,0.030971367,-0.15217924,0.0033952477,-0.02306166,-0.05676216,-0.086815014,0.01737269,-0.41883028,-0.13088717,0.20885238,-0.07235627,0.07138421,-0.10661214,-0.31207496,0.08862122,0.18838452,-0.6617221,-0.28647342,0.0,0.047974013,-0.002918817,-0.1751466,0.0,0.56447905,0.16011432,-0.26671046,-0.012829303,-0.1451651,-0.041740548,0.015416595,0.082933225,0.003086377,-0.057247944,-0.09818864,0.00025482607,0.0,0.14229503,-0.064469606,0.006771786,0.0,0.5053514,0.0,0.009668765,0.02072776,-0.112913184,-0.397924,0.0,0.0,-0.1576622,0.22990619,-0.14122406,-0.0018253241,0.025140114,-0.2031707,0.049829938,0.0,-0.22112258,-0.09960896,-0.04759144,-0.0026069772,-0.10058258,0.10410684,-0.3896433,-0.1063505,0.11417851,0.0,0.0,-0.11914562,-0.046323124,-0.16035181,0.019982738,0.16295409,0.040287327,0.0,-0.13152204,0.0,0.15991695,0.013622817,-0.021776704,0.020306885,-0.003368753,0.10633762,0.0,0,0
-0.50127643,0.34135777,-0.50533104,-0.32029217,-0.057652235,0.062155478,0.25178507,-0.020107495,0.119786315,-1.0383387,0.20213722,0.030971367,-0.14849001,0.0033952477,-0.02306166,-0.03821642,-0.09555389,0.001706887,-0.53156173,-0.1266083,0.20885238,-0.09589866,0.076036826,-0.11705743,-0.31177357,0.08862122,0.18838452,-0.6428756,-0.24183702,0.0,0.05082253,-0.003646045,-0.22639851,0.0,0.41734794,0.16011432,-0.24061505,-0.012829303,-0.14751059,-0.019902304,-0.0071610827,0.0825521,0.0027138367,-0.056763567,-0.07096262,0.00025482607,0.0,0.014188365,-0.06467763,0.006771786,0.0,0.44028717,0.0,0.009668765,0.034113113,-0.13507272,-0.39626014,0.0,0.0,-0.153385,0.22831927,-0.1885036,0.11309141,-0.01548899,-0.2031707,0.04993237,0.0,-0.22261779,-0.06082338,-0.23624937,-0.0026629663,-0.098277934,0.10410684,-0.38289177,-0.1078202,0.11417851,0.0,0.0,-0.12287127,-0.046323124,-0.16035181,0.018541053,0.14988378,0.005300332,0.0,-0.11850325,0.0,0.16784509,0.013622817,-0.044631053,0.017290626,0.013033144,0.10633762,0.0,0,0
